3432157	3432157
4813590	4813590
5595752	5595752
2471665	2471665
2604284	2604284
5568542	5568542
5612007	5612007
5331012	5331012
4956448	4956448
2766831	2766831
4198018	4198018
3618532	3618532
3845610	3845610
3998742	3998742
3219623	3219623
3245775	3245775
5812843	5812843
4040106	4040106
5271552	5271552
3302564	3302564
5588255	5588255
5695049	5695049
2372581	2372581
2702469	2702469
5487140	5487140
3087156	3087156
2382511	2382511
5081026	5081026
3465057	3465057
5551028	5551028
5648791	5648791
4925104	4925104
5138443	5138443
2427266	2427266
3947915	3947915
5286025	5286025
3987086	3987086
5207663	5207663
5752034	5752034
1908391	1908391
3882715	3882715
4097014	4097014
2093367	2093367
3240574	3240574
4839533	4839533
2054136	2054136
3856904	3856904
2902039	2902039
3047091	3047091
3670653	3670653
3743263	3743263
4389876	4389876
3899441	3899441
4232092	4232092
1595804	1595804
5527753	5527753
3305776	3305776
5673357	5673357
4692153	4692153
5881436	5881436
4187226	4187226
6012054	6012054
3381600	3381600
5810824	5810824
4098562	4098562
3920111	3920111
4548613	4548613
4840436	4840436
4862186	4862186
5250013	5250013
4097639	4097639
2009449	2009449
5491052	5491052
4648900	4648900
4889395	4889395
5001303	5001303
4708715	4708715
3506577	3506577
6006470	6006470
4052142	4052142
5968703	5968703
3988752	3988752
4709710	4709710
5390294	5390294
5055471	5055471
2550110	2550110
3532794	3532794
4535354	4535354
3126572	3126572
4947203	4947203
5415471	5415471
5023656	5023656
2952360	2952360
4669116	4669116
4260493	4260493
5070902	5070902
5272780	5272780
4951130	4951130
2754853	2754853
5427663	5427663
3807374	3807374
3867779	3867779
2735644	2735644
5042151	5042151
4073381	4073381
5805802	5805802
5507492	5507492
3487873	3487873
5790287	5790287
4526851	4526851
5453077	5453077
3416284	3416284
3645033	3645033
4935115	4935115
4694048	4694048
6024712	6024712
4085453	4085453
5416272	5416272
5224350	5224350
5540867	5540867
2865626	2865626
4437020	4437020
5687299	5687299
3389350	3389350
5912192	5912192
1965859	1965859
4750418	4750418
5868128	5868128
4289713	4289713
5569962	5569962
3701982	3701982
4268479	4268479
3464243	3464243
3951699	3951699
2538220	2538220
4288361	4288361
2724613	2724613
4232621	4232621
4406344	4406344
4768936	4768936
3163369	3163369
1486275	1486275
5449795	5449795
3911032	3911032
4900916	4900916
5218750	5218750
5454966	5454966
4848321	4848321
4015360	4015360
5716984	5716984
4336095	4336095
3984010	3984010
4734246	4734246
1102406	1102406
5347880	5347880
5249745	5249745
4581577	4581577
5036037	5036037
4777823	4777823
5928535	5928535
1815075	1815075
2232152	2232152
2051127	2051127
3554807	3554807
5991314	5991314
2545775	2545775
5366643	5366643
4466718	4466718
5838195	5838195
3185749	3185749
4176814	4176814
5800173	5800173
2156654	2156654
3217532	3217532
5963934	5963934
4824583	4824583
3479094	3479094
5310897	5310897
5714440	5714440
5804668	5804668
5059895	5059895
5201669	5201669
4731909	4731909
3571133	3571133
2363673	2363673
5591821	5591821
3528561	3528561
5250658	5250658
5095214	5095214
5858913	5858913
3594253	3594253
5429867	5429867
5388713	5388713
4069263	4069263
4647883	4647883
3750585	3750585
5556901	5556901
2425957	2425957
5705165	5705165
5626864	5626864
4863839	4863839
2674405	2674405
5894105	5894105
5750938	5750938
5150120	5150120
3954189	3954189
5795561	5795561
4469388	4469388
5964799	5964799
5924012	5924012
3235843	3235843
4576231	4576231
4848516	4848516
5113185	5113185
4965077	4965077
4895460	4895460
2717701	2717701
3477285	3477285
4084373	4084373
5637459	5637459
4854793	4854793
4512210	4512210
5933235	5933235
2108036	2108036
5574559	5574559
4510833	4510833
3553843	3553843
4340695	4340695
2633499	2633499
4800945	4800945
3922734	3922734
3186491	3186491
4518276	4518276
2838285	2838285
4027903	4027903
2472120	2472120
5134752	5134752
4443492	4443492
3451893	3451893
2997119	2997119
4489319	4489319
5758299	5758299
5615625	5615625
5858839	5858839
3075687	3075687
2114735	2114735
2895004	2895004
4399315	4399315
1056795	1056795
5395275	5395275
3332268	3332268
5175019	5175019
3989698	3989698
5964439	5964439
2158194	2158194
5321279	5321279
3412935	3412935
3367936	3367936
2287530	2287530
2959415	2959415
4988691	4988691
4161871	4161871
3950797	3950797
4746231	4746231
3565106	3565106
2658737	2658737
3123594	3123594
2910120	2910120
4937146	4937146
3544735	3544735
5077127	5077127
4562905	4562905
5023906	5023906
3670021	3670021
1544699	1544699
5491680	5491680
3866658	3866658
4834773	4834773
3145226	3145226
4667304	4667304
1104506	1104506
1472439	1472439
5652883	5652883
5640664	5640664
4138020	4138020
5599633	5599633
3146761	3146761
5354552	5354552
2851779	2851779
5817099	5817099
2755833	2755833
3676462	3676462
5405881	5405881
4775550	4775550
4512822	4512822
2278841	2278841
3606673	3606673
5363966	5363966
3507380	3507380
3697303	3697303
4960116	4960116
5963277	5963277
4810850	4810850
5225744	5225744
4730705	4730705
1737016	1737016
5230144	5230144
4761329	4761329
5749378	5749378
1827182	1827182
2590854	2590854
5339253	5339253
4796219	4796219
3495790	3495790
4399921	4399921
3908615	3908615
5570723	5570723
5738840	5738840
4375958	4375958
4524325	4524325
2158063	2158063
4599752	4599752
4427574	4427574
5146383	5146383
5349433	5349433
1995337	1995337
5782969	5782969
5170376	5170376
4594233	4594233
2994377	2994377
2197697	2197697
4677771	4677771
5164372	5164372
5526166	5526166
5138019	5138019
1108441	1108441
2278012	2278012
3079544	3079544
4400979	4400979
5401708	5401708
4247919	4247919
